status	subject	predicate	object
TP	Otho	isHabitantOf	Grit_Gate
TP	Otho	isSearchTargetIn	A_Canticle_for_Barathrum
TP	Otho	memberOf	Barathrumites
TP	Pax_Qlanq	hasRace	Fungi
TP	Pax_Qlanq	isHabitantOf	Rainbow_Wood
TP	Pax_Qlanq_I_Presume?	rewardsWith	quantum_mote
TP	Pax_Qlanq_I_Presume?	takesPlaceIn	Rainbow_Wood
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	hasRace	Mutated_Human
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	hasRole	Fighter_Boss
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	isHabitantOf	Temple_of_the_Rock
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	memberOf	Mechanimists
TP	Putus_Templar	dislikes	Kun
TP	Reclamation	involvesFightWith	Girsh
TP	Reclamation	requiresCompleting	The_Golem
TP	Rust_Wells	hostsQuest	Weirdwire_Conduit_Eureka!
TP	Sparafucile	hasRace	Urshiib
TP	Sparafucile	isHabitantOf	Grit_Gate
TP	Sparafucile	memberOf	Barathrumites
TP	Sparafucile_s_Carbine	isRewardFor	More_Than_a_Willing_Spirit
TP	Starformed_Ehalcodon	memberOf	Girsh
TP	Temple_of_the_Rock	locatedInPlace	Bethesda_Susa
TP	Tomb_of_the_Eaters	involvesFinding	Herodododicus
TP	We_Are_Starfreight	involvesFinding	Reseph
TP	We_Are_Starfreight	isGivenBy	Barathrum_the_Old
TP	We_Are_Starfreight	requiresCompleting	Reclamation
TP	We_Are_Starfreight	takesPlaceIn	Omonporch
TP	We_Are_Starfreight	takesPlaceIn	Starfarers_Quay
TP	Weirdwire_Conduit_Eureka!	rewardsWith	Joppa_Recoiler
TP	alchemist	hasRole	Fighter_NonBoss
TP	alchemist	hasRole	Trader_high
TP	alchemist	isHabitantOf	Bethesda_Susa
TP	quantum_mote	isRewardFor	Pax_Qlanq_I_Presume?
FP	A_Call_to_Arms	involvesFightWith	Barathrumites
FP	A_Call_to_Arms	requiresCompleting	A_Canticle_for_Barathrum
FP	A_Call_to_Arms	requiresCompleting	Decoding_the_Signal
FP	A_Canticle_for_Barathrum	involvesFightWith	Barathrumites
FP	A_Canticle_for_Barathrum	requiresCompleting	A_Call_to_Arms
FP	A_Canticle_for_Barathrum	requiresCompleting	Decoding_the_Signal
FP	A_Canticle_for_Barathrum	requiresCompleting	More_Than_a_Willing_Spirit
FP	A_Canticle_for_Barathrum	requiresCompleting	The_Earl_of_Omonporch
FP	Argyve	isHabitantOf	Grit_Gate
FP	Argyve	isSearchTargetIn	Weirdwire_Conduit_Eureka!
FP	Baetyl	isHabitantOf	Temple_of_the_Rock
FP	Barathrum_the_Old	hasRace	Fungi
FP	Barathrum_the_Old	hasRace	Robot
FP	Barathrum_the_Old	isHabitantOf	Omonporch
FP	Barathrum_the_Old	isHabitantOf	Rainbow_Wood
FP	Barathrum_the_Old	isHabitantOf	Starfarers_Quay
FP	Barathrum_the_Old	isSearchTargetIn	Reclamation
FP	Barathrumites	foughtIn	A_Canticle_for_Barathrum
FP	Barathrumites	foughtIn	More_Than_a_Willing_Spirit
FP	Barathrumites	foughtIn	The_Earl_of_Omonporch
FP	Barathrumites	hasMember	Argyve
FP	Barathrumites	hasMember	Otho
FP	Barathrumites	hates	Barathrumites
FP	Barathrumites	hates	Girsh
FP	Barathrumites	hates	Putus_Templar
FP	Barathrumites	likes	Golem
FP	Decoding_the_Signal	involvesFightWith	Barathrumites
FP	Decoding_the_Signal	involvesFightWith	Mechanimists
FP	Decoding_the_Signal	requiresCompleting	A_Call_to_Arms
FP	Decoding_the_Signal	requiresCompleting	A_Canticle_for_Barathrum
FP	Decoding_the_Signal	requiresCompleting	The_Earl_of_Omonporch
FP	Decoding_the_Signal	takesPlaceIn	Grit_Gate
FP	Fungi	hasIndividual	Barathrum_the_Old
FP	Fungi	hasIndividual	Pax_Qlanq
FP	Girsh	hates	Barathrumites
FP	Girsh	hates	Putus_Templar
FP	Golgotha	hostsQuest	More_Than_a_Willing_Spirit
FP	Grit_Gate	hasInhabitant	Argyve
FP	Grit_Gate	hasInhabitant	Otho
FP	Grit_Gate	hostsQuest	A_Call_to_Arms
FP	Grit_Gate	hostsQuest	A_Canticle_for_Barathrum
FP	Grit_Gate	hostsQuest	Reclamation
FP	Grit_Gate	hostsQuest	The_Earl_of_Omonporch
FP	Grit_Gate	hostsQuest	We_Are_Starfreight
FP	Grit_Gate	hostsQuest	Weirdwire_Conduit_Eureka!
FP	Kun	dislikedBy	Barathrumites
FP	Mechanimists	dislikes	Argyve
FP	Mechanimists	dislikes	Golem
FP	Mechanimists	hasMember	Argyve
FP	Mechanimists	hasMember	Golem
FP	Mechanimists	hasMember	Otho
FP	Mechanimists	hates	Mechanimists
FP	Mechanimists	likes	Argyve
FP	Mechanimists	likes	Golem
FP	Mechanimists	likes	Otho
FP	More_Than_a_Willing_Spirit	involvesFightWith	Barathrumites
FP	More_Than_a_Willing_Spirit	involvesFinding	Baetyl
FP	More_Than_a_Willing_Spirit	requiresCompleting	A_Canticle_for_Barathrum
FP	More_Than_a_Willing_Spirit	takesPlaceIn	Temple_of_the_Rock
FP	Omonporch	hasInhabitant	Barathrum_the_Old
FP	Omonporch	hasInhabitant	Reseph
FP	Omonporch	hostsQuest	Reclamation
FP	Otho	giveQuest	A_Canticle_for_Barathrum
FP	Otho	giveQuest	Weirdwire_Conduit_Eureka!
FP	Otho	isSearchTargetIn	The_Earl_of_Omonporch
FP	Otho	memberOf	Putus_Templar
FP	Phinae_Hoshaiah_High_Priest_of_the_Rock	isSearchTargetIn	Decoding_the_Signal
FP	Putus_Templar	foughtIn	The_Earl_of_Omonporch
FP	Putus_Templar	hasMember	Otho
FP	Putus_Templar	hates	Barathrumites
FP	Putus_Templar	hates	Girsh
FP	Rainbow_Wood	hasInhabitant	Barathrum_the_Old
FP	Rainbow_Wood	hasInhabitant	Pax_Qlanq
FP	Reclamation	involvesFinding	Reseph
FP	Reclamation	isGivenBy	Barathrum_the_Old
FP	Reclamation	requiresCompleting	We_Are_Starfreight
FP	Reclamation	takesPlaceIn	Grit_Gate
FP	Reclamation	takesPlaceIn	Omonporch
FP	Reclamation	takesPlaceIn	Starfarers_Quay
FP	Reseph	giveQuest	Reclamation
FP	Reseph	isHabitantOf	Omonporch
FP	Reseph	isHabitantOf	Starfarers_Quay
FP	Reseph	isSearchTargetIn	Reclamation
FP	Robot	hasIndividual	Barathrum_the_Old
FP	Sparafucile_s_Carbine	isSearchTargetIn	More_Than_a_Willing_Spirit
FP	Starfarers_Quay	hasInhabitant	Barathrum_the_Old
FP	Starfarers_Quay	hasInhabitant	Reseph
FP	Starfarers_Quay	hostsQuest	Reclamation
FP	Temple_of_the_Rock	hasInhabitant	Baetyl
FP	Temple_of_the_Rock	hostsQuest	Decoding_the_Signal
FP	Temple_of_the_Rock	hostsQuest	More_Than_a_Willing_Spirit
FP	The_Earl_of_Omonporch	involvesFightWith	Barathrumites
FP	The_Earl_of_Omonporch	involvesFightWith	Putus_Templar
FP	The_Earl_of_Omonporch	isGivenBy	Otho
FP	The_Earl_of_Omonporch	requiresCompleting	A_Call_to_Arms
FP	The_Earl_of_Omonporch	requiresCompleting	A_Canticle_for_Barathrum
FP	The_Earl_of_Omonporch	requiresCompleting	Decoding_the_Signal
FP	The_Earl_of_Omonporch	takesPlaceIn	Grit_Gate
FP	The_Golem	requiresCompleting	Reclamation
FP	We_Are_Starfreight	takesPlaceIn	Grit_Gate
FP	Weirdwire_Conduit_Eureka!	involvesFinding	Otho
FP	Weirdwire_Conduit_Eureka!	isGivenBy	Argyve
FP	Weirdwire_Conduit_Eureka!	takesPlaceIn	Grit_Gate
FN	Kun	spawnsIn	Joppa
FN	Otho	giveQuest	Decoding_the_Signal
FN	Pax_Qlanq_I_Presume?	involvesFinding	Pax_Qlanq
FN	Pax_Qlanq_I_Presume?	isGivenBy	Barathrum_the_Old
FN	Phinae_Hoshaiah_High_Priest_of_the_Rock	likedBy	Mechanimists
