status	subject	predicate	object
TP	Otho	giveQuest	The_Earl_of_Omonporch
TP	Otho	hasRace	Urshiib
TP	Otho	isHabitantOf	Grit_Gate
TP	Otho	isSearchTargetIn	A_Canticle_for_Barathrum
TP	Otho	memberOf	Barathrumites
TP	Pax_Qlanq	hasRace	Fungi
TP	Pax_Qlanq	isHabitantOf	Rainbow_Wood
TP	Pax_Qlanq_I_Presume?	involvesFinding	Pax_Qlanq
TP	Pax_Qlanq_I_Presume?	isGivenBy	Barathrum_the_Old
TP	Pax_Qlanq_I_Presume?	rewardsWith	quantum_mote
TP	Pax_Qlanq_I_Presume?	takesPlaceIn	Rainbow_Wood
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	hasRace	Mutated_Human
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	hasRole	Fighter_Boss
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	isHabitantOf	Temple_of_the_Rock
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	likedBy	Mechanimists
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	memberOf	Mechanimists
TP	Putus_Templar	dislikes	Kun
TP	Reclamation	involvesFightWith	Girsh
TP	Reclamation	requiresCompleting	The_Golem
TP	Rust_Wells	hostsQuest	Weirdwire_Conduit_Eureka!
TP	Sparafucile	hasRace	Urshiib
TP	Sparafucile	isHabitantOf	Grit_Gate
TP	Sparafucile	memberOf	Barathrumites
TP	Sparafucile_s_Carbine	isRewardFor	More_Than_a_Willing_Spirit
TP	Starformed_Ehalcodon	memberOf	Girsh
TP	Temple_of_the_Rock	locatedInPlace	Bethesda_Susa
TP	Tomb_of_the_Eaters	involvesFinding	Herodododicus
TP	We_Are_Starfreight	involvesFinding	Reseph
TP	We_Are_Starfreight	isGivenBy	Barathrum_the_Old
TP	We_Are_Starfreight	requiresCompleting	Reclamation
TP	We_Are_Starfreight	takesPlaceIn	Omonporch
TP	We_Are_Starfreight	takesPlaceIn	Starfarers_Quay
TP	Weirdwire_Conduit_Eureka!	rewardsWith	Joppa_Recoiler
TP	alchemist	hasRole	Fighter_NonBoss
TP	alchemist	hasRole	Trader_high
TP	alchemist	isHabitantOf	Bethesda_Susa
TP	quantum_mote	isRewardFor	Pax_Qlanq_I_Presume?
FP	A_Call_to_Arms	involvesFightWith	Barathrumites
FP	A_Call_to_Arms	involvesFinding	Otho
FP	A_Call_to_Arms	requiresCompleting	A_Canticle_for_Barathrum
FP	A_Call_to_Arms	requiresCompleting	Decoding_the_Signal
FP	A_Canticle_for_Barathrum	involvesFightWith	Barathrumites
FP	A_Canticle_for_Barathrum	involvesFinding	Argyve
FP	A_Canticle_for_Barathrum	isGivenBy	Otho
FP	A_Canticle_for_Barathrum	requiresCompleting	A_Call_to_Arms
FP	A_Canticle_for_Barathrum	requiresCompleting	Decoding_the_Signal
FP	A_Canticle_for_Barathrum	requiresCompleting	More_Than_a_Willing_Spirit
FP	A_Canticle_for_Barathrum	requiresCompleting	The_Earl_of_Omonporch
FP	Argyve	dislikedBy	Barathrumites
FP	Argyve	dislikedBy	Mechanimists
FP	Argyve	giveQuest	A_Canticle_for_Barathrum
FP	Argyve	isHabitantOf	Grit_Gate
FP	Argyve	isHabitantOf	Joppa
FP	Argyve	isSearchTargetIn	A_Canticle_for_Barathrum
FP	Argyve	isSearchTargetIn	Weirdwire_Conduit_Eureka!
FP	Argyve	likedBy	Mechanimists
FP	Argyve	memberOf	Mechanimists
FP	Baetyl	giveQuest	Decoding_the_Signal
FP	Baetyl	giveQuest	More_Than_a_Willing_Spirit
FP	Baetyl	isHabitantOf	Temple_of_the_Rock
FP	Baetyl	isSearchTargetIn	Decoding_the_Signal
FP	Baetyl	isSearchTargetIn	More_Than_a_Willing_Spirit
FP	Barathrum_the_Old	dislikedBy	Barathrumites
FP	Barathrum_the_Old	giveQuest	Pax_Qlanq_I_Presume?
FP	Barathrum_the_Old	hasRace	Fungi
FP	Barathrum_the_Old	hasRace	Robot
FP	Barathrum_the_Old	isHabitantOf	Omonporch
FP	Barathrum_the_Old	isHabitantOf	Rainbow_Wood
FP	Barathrum_the_Old	isHabitantOf	Starfarers_Quay
FP	Barathrum_the_Old	isSearchTargetIn	Pax_Qlanq_I_Presume?
FP	Barathrum_the_Old	isSearchTargetIn	Reclamation
FP	Barathrum_the_Old	isSearchTargetIn	We_Are_Starfreight
FP	Barathrum_the_Old	likedBy	Barathrumites
FP	Barathrumites	dislikes	Argyve
FP	Barathrumites	dislikes	Barathrum_the_Old
FP	Barathrumites	dislikes	Golem
FP	Barathrumites	dislikes	Kun
FP	Barathrumites	dislikes	Otho
FP	Barathrumites	dislikes	Sparafucile
FP	Barathrumites	foughtIn	A_Call_to_Arms
FP	Barathrumites	foughtIn	A_Canticle_for_Barathrum
FP	Barathrumites	foughtIn	Decoding_the_Signal
FP	Barathrumites	foughtIn	More_Than_a_Willing_Spirit
FP	Barathrumites	foughtIn	The_Earl_of_Omonporch
FP	Barathrumites	hasMember	Argyve
FP	Barathrumites	hasMember	Barathrum_the_Old
FP	Barathrumites	hasMember	Otho
FP	Barathrumites	hasMember	Sparafucile
FP	Barathrumites	hates	Barathrumites
FP	Barathrumites	hates	Girsh
FP	Barathrumites	hates	Putus_Templar
FP	Barathrumites	likes	Barathrum_the_Old
FP	Barathrumites	likes	Golem
FP	Barathrumites	likes	Sparafucile
FP	Bethesda_Susa	containsSettlement	Temple_of_the_Rock
FP	Bethesda_Susa	hasInhabitant	alchemist
FP	Decoding_the_Signal	involvesFightWith	Barathrumites
FP	Decoding_the_Signal	involvesFightWith	Mechanimists
FP	Decoding_the_Signal	involvesFinding	Otho
FP	Decoding_the_Signal	involvesFinding	Phinae_Hoshaiah_High_Priest_of_the_Rock
FP	Decoding_the_Signal	isGivenBy	Baetyl
FP	Decoding_the_Signal	isGivenBy	Otho
FP	Decoding_the_Signal	isGivenBy	Phinae_Hoshaiah_High_Priest_of_the_Rock
FP	Decoding_the_Signal	requiresCompleting	A_Call_to_Arms
FP	Decoding_the_Signal	requiresCompleting	A_Canticle_for_Barathrum
FP	Decoding_the_Signal	requiresCompleting	The_Earl_of_Omonporch
FP	Decoding_the_Signal	takesPlaceIn	Grit_Gate
FP	Fighter_Boss	isRoleOf	Phinae_Hoshaiah_High_Priest_of_the_Rock
FP	Fighter_NonBoss	isRoleOf	alchemist
FP	Fungi	hasIndividual	Barathrum_the_Old
FP	Fungi	hasIndividual	Pax_Qlanq
FP	Girsh	dislikes	Kun
FP	Girsh	dislikes	Starformed_Ehalcodon
FP	Girsh	foughtIn	Reclamation
FP	Girsh	hasMember	Starformed_Ehalcodon
FP	Girsh	hates	Barathrumites
FP	Girsh	hates	Putus_Templar
FP	Girsh	likes	Kun
FP	Girsh	likes	Starformed_Ehalcodon
FP	Golem	dislikedBy	Barathrumites
FP	Golem	dislikedBy	Mechanimists
FP	Golem	likedBy	Barathrumites
FP	Golem	likedBy	Mechanimists
FP	Golem	memberOf	Barathrumites
FP	Golem	memberOf	Mechanimists
FP	Golgotha	hostsQuest	More_Than_a_Willing_Spirit
FP	Grit_Gate	hasInhabitant	Argyve
FP	Grit_Gate	hasInhabitant	Barathrum_the_Old
FP	Grit_Gate	hasInhabitant	Otho
FP	Grit_Gate	hasInhabitant	Sparafucile
FP	Grit_Gate	hostsQuest	A_Call_to_Arms
FP	Grit_Gate	hostsQuest	A_Canticle_for_Barathrum
FP	Grit_Gate	hostsQuest	Decoding_the_Signal
FP	Grit_Gate	hostsQuest	Reclamation
FP	Grit_Gate	hostsQuest	The_Earl_of_Omonporch
FP	Grit_Gate	hostsQuest	We_Are_Starfreight
FP	Grit_Gate	hostsQuest	Weirdwire_Conduit_Eureka!
FP	Herodododicus	giveQuest	Tomb_of_the_Eaters
FP	Herodododicus	isSearchTargetIn	Tomb_of_the_Eaters
FP	Joppa_Recoiler	isRewardFor	Weirdwire_Conduit_Eureka!
FP	Joppa_Recoiler	isSearchTargetIn	Weirdwire_Conduit_Eureka!
FP	Kun	dislikedBy	Barathrumites
FP	Kun	likedBy	Girsh
FP	Kun	likedBy	Putus_Templar
FP	Mechanimists	dislikes	Argyve
FP	Mechanimists	dislikes	Golem
FP	Mechanimists	dislikes	Otho
FP	Mechanimists	dislikes	Phinae_Hoshaiah_High_Priest_of_the_Rock
FP	Mechanimists	hasMember	Argyve
FP	Mechanimists	hasMember	Golem
FP	Mechanimists	hasMember	Otho
FP	Mechanimists	hasMember	Phinae_Hoshaiah_High_Priest_of_the_Rock
FP	Mechanimists	hates	Barathrumites
FP	Mechanimists	hates	Girsh
FP	Mechanimists	hates	Mechanimists
FP	Mechanimists	likes	Argyve
FP	Mechanimists	likes	Golem
FP	Mechanimists	likes	Otho
FP	Mechanimists	likes	Phinae_Hoshaiah_High_Priest_of_the_Rock
FP	More_Than_a_Willing_Spirit	involvesFightWith	Barathrumites
FP	More_Than_a_Willing_Spirit	involvesFinding	Baetyl
FP	More_Than_a_Willing_Spirit	involvesFinding	Otho
FP	More_Than_a_Willing_Spirit	involvesFinding	Sparafucile_s_Carbine
FP	More_Than_a_Willing_Spirit	isGivenBy	Baetyl
FP	More_Than_a_Willing_Spirit	isGivenBy	Otho
FP	More_Than_a_Willing_Spirit	requiresCompleting	A_Canticle_for_Barathrum
FP	More_Than_a_Willing_Spirit	requiresCompleting	Decoding_the_Signal
FP	More_Than_a_Willing_Spirit	rewardsWith	Scrapped_Waydroid
FP	More_Than_a_Willing_Spirit	takesPlaceIn	Temple_of_the_Rock
FP	Mutated_Human	hasIndividual	Phinae_Hoshaiah_High_Priest_of_the_Rock
FP	Omonporch	hasInhabitant	Asphodel_Earl_of_Omonporch
FP	Omonporch	hasInhabitant	Barathrum_the_Old
FP	Omonporch	hasInhabitant	Reseph
FP	Omonporch	hostsQuest	Reclamation
FP	Omonporch	hostsQuest	We_Are_Starfreight
FP	Otho	dislikedBy	Barathrumites
FP	Otho	dislikedBy	Mechanimists
FP	Otho	dislikedBy	Putus_Templar
FP	Otho	giveQuest	A_Canticle_for_Barathrum
FP	Otho	giveQuest	Weirdwire_Conduit_Eureka!
FP	Otho	isSearchTargetIn	A_Call_to_Arms
FP	Otho	isSearchTargetIn	Decoding_the_Signal
FP	Otho	isSearchTargetIn	More_Than_a_Willing_Spirit
FP	Otho	isSearchTargetIn	The_Earl_of_Omonporch
FP	Otho	isSearchTargetIn	Weirdwire_Conduit_Eureka!
FP	Otho	likedBy	Barathrumites
FP	Otho	likedBy	Mechanimists
FP	Otho	likedBy	Putus_Templar
FP	Otho	memberOf	Mechanimists
FP	Otho	memberOf	Putus_Templar
FP	Pax_Qlanq	giveQuest	Pax_Qlanq_I_Presume?
FP	Pax_Qlanq	isSearchTargetIn	Pax_Qlanq_I_Presume?
FP	Pax_Qlanq_I_Presume?	involvesFinding	Barathrum_the_Old
FP	Pax_Qlanq_I_Presume?	involvesFinding	quantum_mote
FP	Pax_Qlanq_I_Presume?	isGivenBy	Pax_Qlanq
FP	Phinae_Hoshaiah_High_Priest_of_the_Rock	dislikedBy	Mechanimists
FP	Phinae_Hoshaiah_High_Priest_of_the_Rock	giveQuest	Decoding_the_Signal
FP	Phinae_Hoshaiah_High_Priest_of_the_Rock	isSearchTargetIn	Decoding_the_Signal
FP	Putus_Templar	dislikes	Otho
FP	Putus_Templar	foughtIn	A_Call_to_Arms
FP	Putus_Templar	foughtIn	The_Earl_of_Omonporch
FP	Putus_Templar	hasMember	Otho
FP	Putus_Templar	hates	Barathrumites
FP	Putus_Templar	hates	Girsh
FP	Putus_Templar	likes	Kun
FP	Putus_Templar	likes	Otho
FP	Rainbow_Wood	hasInhabitant	Barathrum_the_Old
FP	Rainbow_Wood	hasInhabitant	Pax_Qlanq
FP	Rainbow_Wood	hostsQuest	Pax_Qlanq_I_Presume?
FP	Reclamation	involvesFinding	Barathrum_the_Old
FP	Reclamation	involvesFinding	Reseph
FP	Reclamation	isGivenBy	Barathrum_the_Old
FP	Reclamation	isGivenBy	Reseph
FP	Reclamation	requiresCompleting	We_Are_Starfreight
FP	Reclamation	takesPlaceIn	Grit_Gate
FP	Reclamation	takesPlaceIn	Omonporch
FP	Reclamation	takesPlaceIn	Starfarers_Quay
FP	Reseph	giveQuest	Reclamation
FP	Reseph	giveQuest	We_Are_Starfreight
FP	Reseph	isHabitantOf	Omonporch
FP	Reseph	isHabitantOf	Starfarers_Quay
FP	Reseph	isSearchTargetIn	Reclamation
FP	Reseph	isSearchTargetIn	We_Are_Starfreight
FP	Robot	hasIndividual	Barathrum_the_Old
FP	Scrapped_Waydroid	isRewardFor	More_Than_a_Willing_Spirit
FP	Scrapped_Waydroid	isSearchTargetIn	More_Than_a_Willing_Spirit
FP	Sentient_Plant	hasIndividual	Asphodel_Earl_of_Omonporch
FP	Sparafucile	dislikedBy	Barathrumites
FP	Sparafucile	likedBy	Barathrumites
FP	Sparafucile_s_Carbine	isSearchTargetIn	More_Than_a_Willing_Spirit
FP	Starfarers_Quay	hasInhabitant	Barathrum_the_Old
FP	Starfarers_Quay	hasInhabitant	Reseph
FP	Starfarers_Quay	hostsQuest	Reclamation
FP	Starfarers_Quay	hostsQuest	We_Are_Starfreight
FP	Starformed_Ehalcodon	dislikedBy	Girsh
FP	Starformed_Ehalcodon	likedBy	Girsh
FP	Temple_of_the_Rock	hasInhabitant	Baetyl
FP	Temple_of_the_Rock	hasInhabitant	Phinae_Hoshaiah_High_Priest_of_the_Rock
FP	Temple_of_the_Rock	hostsQuest	Decoding_the_Signal
FP	Temple_of_the_Rock	hostsQuest	More_Than_a_Willing_Spirit
FP	The_Earl_of_Omonporch	involvesFightWith	Barathrumites
FP	The_Earl_of_Omonporch	involvesFightWith	Putus_Templar
FP	The_Earl_of_Omonporch	involvesFinding	Otho
FP	The_Earl_of_Omonporch	isGivenBy	Otho
FP	The_Earl_of_Omonporch	requiresCompleting	A_Call_to_Arms
FP	The_Earl_of_Omonporch	requiresCompleting	A_Canticle_for_Barathrum
FP	The_Earl_of_Omonporch	requiresCompleting	Decoding_the_Signal
FP	The_Earl_of_Omonporch	takesPlaceIn	Grit_Gate
FP	The_Golem	requiresCompleting	Reclamation
FP	Tomb_of_the_Eaters	isGivenBy	Herodododicus
FP	Trader_high	isRoleOf	alchemist
FP	Urshiib	hasIndividual	Barathrum_the_Old
FP	Urshiib	hasIndividual	Otho
FP	Urshiib	hasIndividual	Sparafucile
FP	We_Are_Starfreight	involvesFinding	Barathrum_the_Old
FP	We_Are_Starfreight	isGivenBy	Reseph
FP	We_Are_Starfreight	takesPlaceIn	Grit_Gate
FP	Weirdwire_Conduit_Eureka!	involvesFinding	Argyve
FP	Weirdwire_Conduit_Eureka!	involvesFinding	Joppa_Recoiler
FP	Weirdwire_Conduit_Eureka!	involvesFinding	Otho
FP	Weirdwire_Conduit_Eureka!	isGivenBy	Argyve
FP	Weirdwire_Conduit_Eureka!	isGivenBy	Otho
FP	Weirdwire_Conduit_Eureka!	requiresCompleting	A_Canticle_for_Barathrum
FP	Weirdwire_Conduit_Eureka!	takesPlaceIn	Grit_Gate
FP	Weirdwire_Conduit_Eureka!	takesPlaceIn	Rust_Wells
FP	quantum_mote	isSearchTargetIn	Pax_Qlanq_I_Presume?
FN	Kun	spawnsIn	Joppa
