status	subject	predicate	object
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	hasRole	Fighter_Boss
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	isHabitantOf	Temple_of_the_Rock
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	likedBy	Mechanimists
TP	Phinae_Hoshaiah_High_Priest_of_the_Rock	memberOf	Mechanimists
TP	Putus_Templar	dislikes	Kun
TP	Reclamation	involvesFightWith	Girsh
TP	Reclamation	requiresCompleting	The_Golem
TP	Rust_Wells	hostsQuest	Weirdwire_Conduit_Eureka!
TP	Sparafucile	hasRace	Urshiib
TP	Sparafucile	isHabitantOf	Grit_Gate
TP	Sparafucile	memberOf	Barathrumites
TP	Sparafucile_s_Carbine	isRewardFor	More_Than_a_Willing_Spirit
TP	Starformed_Ehalcodon	memberOf	Girsh
TP	Temple_of_the_Rock	locatedInPlace	Bethesda_Susa
TP	We_Are_Starfreight	requiresCompleting	Reclamation
TP	We_Are_Starfreight	takesPlaceIn	Omonporch
TP	We_Are_Starfreight	takesPlaceIn	Starfarers_Quay
TP	alchemist	hasRole	Fighter_NonBoss
TP	alchemist	hasRole	Trader_high
TP	alchemist	isHabitantOf	Bethesda_Susa
TP	quantum_mote	isRewardFor	Pax_Qlanq_I_Presume?
FP	A_Call_to_Arms	requiresCompleting	A_Canticle_for_Barathrum
FP	A_Call_to_Arms	requiresCompleting	Decoding_the_Signal
FP	A_Canticle_for_Barathrum	requiresCompleting	A_Call_to_Arms
FP	A_Canticle_for_Barathrum	requiresCompleting	Decoding_the_Signal
FP	A_Canticle_for_Barathrum	requiresCompleting	The_Earl_of_Omonporch
FP	Argyve	memberOf	Mechanimists
FP	Baetyl	isHabitantOf	Temple_of_the_Rock
FP	Barathrum_the_Old	giveQuest	Pax_Qlanq_I_Presume?
FP	Barathrum_the_Old	hasRace	Fungi
FP	Barathrumites	dislikes	Otho
FP	Barathrumites	foughtIn	A_Call_to_Arms
FP	Barathrumites	foughtIn	A_Canticle_for_Barathrum
FP	Barathrumites	foughtIn	Decoding_the_Signal
FP	Barathrumites	foughtIn	The_Earl_of_Omonporch
FP	Barathrumites	hasMember	Argyve
FP	Barathrumites	hasMember	Otho
FP	Barathrumites	hates	Barathrumites
FP	Barathrumites	hates	Putus_Templar
FP	Decoding_the_Signal	requiresCompleting	A_Call_to_Arms
FP	Decoding_the_Signal	requiresCompleting	A_Canticle_for_Barathrum
FP	Decoding_the_Signal	requiresCompleting	The_Earl_of_Omonporch
FP	Girsh	hates	Barathrumites
FP	Golem	memberOf	Mechanimists
FP	Golgotha	hostsQuest	More_Than_a_Willing_Spirit
FP	Grit_Gate	hostsQuest	A_Call_to_Arms
FP	Grit_Gate	hostsQuest	A_Canticle_for_Barathrum
FP	Grit_Gate	hostsQuest	Decoding_the_Signal
FP	Grit_Gate	hostsQuest	The_Earl_of_Omonporch
FP	Grit_Gate	hostsQuest	We_Are_Starfreight
FP	Grit_Gate	hostsQuest	Weirdwire_Conduit_Eureka!
FP	Kun	dislikedBy	Barathrumites
FP	Kun	likedBy	Girsh
FP	Kun	likedBy	Putus_Templar
FP	Mechanimists	hates	Girsh
FP	Mechanimists	hates	Mechanimists
FP	Mechanimists	likes	Argyve
FP	Mechanimists	likes	Otho
FP	Omonporch	hostsQuest	Reclamation
FP	Otho	giveQuest	A_Canticle_for_Barathrum
FP	Otho	isSearchTargetIn	Decoding_the_Signal
FP	Otho	memberOf	Mechanimists
FP	Pax_Qlanq	giveQuest	Pax_Qlanq_I_Presume?
FP	Putus_Templar	foughtIn	The_Earl_of_Omonporch
FP	Putus_Templar	hates	Barathrumites
FP	Rainbow_Wood	hostsQuest	Pax_Qlanq_I_Presume?
FP	Starfarers_Quay	hostsQuest	Reclamation
FP	Temple_of_the_Rock	hasInhabitant	Baetyl
FP	Temple_of_the_Rock	hostsQuest	More_Than_a_Willing_Spirit
FP	The_Earl_of_Omonporch	involvesFightWith	Putus_Templar
FP	The_Earl_of_Omonporch	requiresCompleting	A_Call_to_Arms
FP	The_Earl_of_Omonporch	requiresCompleting	A_Canticle_for_Barathrum
FP	The_Earl_of_Omonporch	requiresCompleting	Decoding_the_Signal
FN	A_Canticle_for_Barathrum	involvesFinding	Otho
FN	Argyve	giveQuest	Weirdwire_Conduit_Eureka!
FN	Kun	spawnsIn	Joppa
FN	More_Than_a_Willing_Spirit	involvesFinding	Scrapped_Waydroid
FN	More_Than_a_Willing_Spirit	takesPlaceIn	Golgotha
FN	Otho	isSearchTargetIn	A_Canticle_for_Barathrum
FN	Pax_Qlanq	isHabitantOf	Rainbow_Wood
FN	Pax_Qlanq_I_Presume?	involvesFinding	Pax_Qlanq
FN	Pax_Qlanq_I_Presume?	isGivenBy	Barathrum_the_Old
FN	Pax_Qlanq_I_Presume?	rewardsWith	quantum_mote
FN	Pax_Qlanq_I_Presume?	takesPlaceIn	Rainbow_Wood
FN	Tomb_of_the_Eaters	involvesFinding	Herodododicus
FN	We_Are_Starfreight	involvesFinding	Reseph
FN	We_Are_Starfreight	isGivenBy	Barathrum_the_Old
FN	Weirdwire_Conduit_Eureka!	rewardsWith	Joppa_Recoiler
